,City,Latitude,Longitude,Value,Year,VAL
617,Tainan,23.13,120.26,815,2015,0.021446804
327,Qiqihaer,47.34,123.97,812,1980,0.021367859
495,Krasnoyarsk,56.00972,92.79167,812,1980,0.021367859
618,Dehradun,30.31667,78.03333,812,2015,0.021367859
619,Leshan,29.58,103.76,812,2015,0.021367859
620,Pizhou,34.31,117.95,811,2015,0.021341544
621,Valencia,39.46975,-0.37739,810,2015,0.021315229
622,Jos,9.91667,8.9,810,2015,0.021315229
623,"Pingxiang, Jiangxi",27.63,113.85,810,2015,0.021315229
152,Guiyang,26.58,106.72,809,1980,0.021288913
257,La Paz,-16.5,-68.15,809,1980,0.021288913
624,Liupanshui,26.59,104.84,809,2015,0.021288913
245,Nanchang,28.68333,115.88333,808,1975,0.021262598
550,Cincinnati,39.162,-84.45689,808,1950,0.021262598
183,Indore,22.71792,75.8333,808,1980,0.021262598
237,Rabat,34.01325,-6.83255,808,1980,0.021262598
625,Krasnodar,45.0488,38.9725,808,2015,0.021262598
626,Blantyre-Limbe,-15.78499,35.00854,808,2015,0.021262598
1276,Buenos Aires,-34.61315,-58.37723,806,1900,0.021209968
627,QuÃƒÂ©bec,46.81,-71.21,805,2015,0.021183653
1178,St. Louis,38.626978,-90.199403,804,1914,0.021157338
628,Kaifeng,34.79,114.35,804,2015,0.021157338
629,Hermosillo,29.084507,-110.967187,804,2015,0.021157338
630,Asmara,15.33333,38.93333,804,2015,0.021157338
551,Rotterdam,51.9225,4.47917,803,1950,0.021131023
552,Warsaw,52.22977,21.01178,803,1950,0.021131023
974,Barcelona,41.38879,2.15899,803,1925,0.021131023
246,Sacramento,38.58157,-121.4944,803,1980,0.021131023
631,Zunyi,27.71,106.94,803,2015,0.021131023
632,Ganzhou,25.85,114.93,802,2015,0.021104708
975,Brussel,50.85045,4.34878,801,1925,0.021078393
246,Beirut,33.88894,35.49442,800,1975,0.021052078
247,Belem,-1.455833,-48.503889,800,1975,0.021052078
248,Helsinki,60.173324,24.941025,800,1975,0.021052078
249,Khartoum,15.55177,32.53241,800,1975,0.021052078
250,Kuwait,29.369721,47.978324,800,1975,0.021052078
251,Tripoli,32.876175,13.187508,800,1975,0.021052078
553,Kiev,50.45466,30.5238,800,1950,0.021052078
976,Tianjin,39.14222,117.17667,800,1925,0.021052078
4230,Guangzhou,23.11667,113.25,800,1800,0.021052078
252,Incheon,37.456256,126.705206,799,1975,0.021025762
554,Buffalo,42.9047,-78.8494,798,1950,0.020999447
633,Londrina,-23.31,-51.16,798,2015,0.020999447
634,Trujillo,-8.11599,-79.02998,798,2015,0.020999447
555,Montevideo,-34.817311,-56.158866,797,1950,0.020973132
553,Voronezh,51.67204,39.1843,797,1980,0.020973132
253,Auckland,-36.86667,174.76667,796,1975,0.020946817
635,Birmingham,33.515744,-86.801056,796,2015,0.020946817
664,Zaporizhzhya,47.82289,35.19031,795,1980,0.020920502
636,Bangui,4.36,18.55,794,2015,0.020894187
637,Bhiwandi,19.3,73.06667,793,2015,0.020867872
638,Santa Fe,-31.63,-60.7,792,2015,0.020841557
977,Madrid,40.416775,-3.703789,791,1925,0.020815242
2451,Philadelphia,39.95,-75.1667,791,1875,0.020815242
639,Newcastle upon Tyne,54.97328,-1.61396,791,2015,0.020815242
254,Maracaibo,10.63167,-71.64056,790,1975,0.020788927
255,Nanning,22.81667,108.31667,790,1975,0.020788927
256,Semarang,-6.9932,110.4203,790,1975,0.020788927
978,Copenhagen,55.67594,12.56553,790,1925,0.020788927
639,Newcastle upon Tyne,54.97328,-1.61396,790,1980,0.020788927
640,Fuxin,42.02,121.66,790,2015,0.020788927
979,Guangzhou,23.11667,113.25,789,1925,0.020762612
641,Liaoyang,41.27,123.17,789,2015,0.020762612
556,Qingdao,36.067082,120.38264,788,1950,0.020736296
2747,Tokyo,35.6895,139.69171,788,1854,0.020736296
176,Nanchang,28.68,115.88,788,1980,0.020736296
257,Perth,-31.95224,115.8614,787,1975,0.020709981
642,Tasikmalaya,-7.327905,108.216618,787,2015,0.020709981
1179,Tianjin,39.14222,117.17667,785,1914,0.020657351
1277,Budapest,47.49801,19.03991,785,1900,0.020657351
2957,Istanbul,41.005275,28.976944,785,1850,0.020657351
643,Xintai,35.9,117.75,785,2015,0.020657351
258,Guiyang,26.647661,106.630154,784,1975,0.020631036
644,Bologna,44.49381,11.33875,784,2015,0.020631036
259,Quito,-0.22985,-78.52495,782,1975,0.020578406
645,Lattakia,35.51484,35.77684,781,2015,0.020552091
2452,Tokyo,35.6895,139.69171,780.621,1875,0.020542117
1278,Mumbai,19.07283,72.88261,780,1900,0.020525776
2958,Tokyo,35.6895,139.69171,780,1850,0.020525776
275,Quito,-0.23,-78.52,780,1980,0.020525776
646,Omaha,41.25861111,-95.93777778,780,2015,0.020525776
647,Tuxtla Gutierrez,16.75,-93.11667,780,2015,0.020525776
179,Rawalpindi,33.6,73.0666667,779,1980,0.020499461
326,Palembang,-2.91673,104.7458,779,1980,0.020499461
3473,Istanbul,41.005275,28.976944,778,1848,0.020473145
648,Luzhou,28.88,105.44,778,2015,0.020473145
309,Varanasi (Benares),25.316426,82.982198,777,1980,0.02044683
317,Jilin,43.85,126.56,777,1980,0.02044683
260,Huainan,32.62639,116.99694,776,1975,0.020420515
436,Memphis,35.140814,-90.047458,776,1980,0.020420515
649,Ansan,37.32361,126.82194,776,2015,0.020420515
557,Nizhniy Novgorod,56.3269,44.0075,775,1950,0.0203942
1180,Pittsburgh,40.44062,-79.99589,775,1914,0.0203942
650,Soshanguve,-25.47288,28.09919,775,2015,0.0203942
347,Auckland,-36.86667,174.76667,774,1980,0.020367885
138,"Wuxi, Jiangsu",31.54,120.3,773,1980,0.02034157
651,Laiwu,36.21,117.67,773,2015,0.02034157
980,Mexico City,19.42847,-99.12766,772,1925,0.020315255
652,Luohe,33.57,114.02,772,2015,0.020315255
66,Luanda,-8.84,13.23,771,1980,0.02028894
190,AsunciÃƒÂ_n,-25.30066,-57.63591,770,1980,0.020262625
653,Nnewi,6.01986,6.91478,770,2015,0.020262625
981,Baltimore,39.29038,-76.61219,769,1925,0.02023631
3554,Tokyo,35.6895,139.69171,769,1844,0.02023631
261,Norfolk,36.84681,-76.28522,768,1975,0.020209994
982,Nagoya,35.181447,136.906397,768,1925,0.020209994
252,Esfahan,32.65722,51.67761,767,1980,0.020183679
1279,Ruhr,51.407415,6.862626,766,1900,0.020157364
558,Turin,45.07049,7.68682,765,1950,0.020131049
2453,Saint Petersburg,59.89444,30.26417,764,1875,0.020104734
262,Brasilia,-15.77972,-47.92972,763,1975,0.020078419
654,CuliacÃƒÂ¡n,24.79944,-107.38972,762,2015,0.020052104
655,Bouake,7.69,-5.03,762,2015,0.020052104
478,Louisville,38.24194,-85.763064,761,1980,0.020025789
656,Guigang,23.1,109.61,761,2015,0.020025789
263,Sendai,38.266667,140.866667,760,1975,0.019999474
264,Smyrna,38.41273,27.13838,760,1975,0.019999474
559,Harbin,45.75,126.65,760,1950,0.019999474
792,"Yichun, Heilongjiang",47.72,128.83,760,1980,0.019999474
657,KrakÃƒÂ_w (Cracow),50.066777,19.942468,760,2015,0.019999474
658,Hargeysa,9.56,44.065,760,2015,0.019999474
644,Bologna,44.49381,11.33875,759,1980,0.019973159
659,Winnipeg,49.9,-97.13,759,2015,0.019973159
660,Astana,51.1801,71.44598,759,2015,0.019973159
265,Xuzhou,34.26,117.21,758,1975,0.019946844
560,Ahmedabad,23.039568,72.566004,758,1950,0.019946844
983,Rome,41.89474,12.4839,758,1925,0.019946844
157,"Tangshan, Hebei",39.63,118.18,758,1980,0.019946844
661,Abomey-Calavi,6.45,2.36,757,2015,0.019920528
662,Guntur,16.3,80.45,756,2015,0.019894213
266,Barranquilla,10.96854,-74.78132,755,1975,0.019867898
267,Fuzhou,26.076111,119.306389,755,1975,0.019867898
663,Nottingham,52.9536,-1.15047,755,2015,0.019867898
664,Zaporizhzhya,47.82289,35.19031,753,2015,0.019815268
665,Huangshi,30.21,115.09,753,2015,0.019815268
722,Florence,43.76667,11.25,752,1980,0.019788953
122,Hefei,31.86,117.28,751,1980,0.019762638
666,Bujumbura,-3.38,29.36,751,2015,0.019762638
268,San Salvador,13.706899,-89.202258,750,1975,0.019736323
269,Voronezh,51.67204,39.1843,750,1975,0.019736323
561,Shimonoseki,33.95,130.95,750,1950,0.019736323
562,Surabaya,-7.24917,112.75083,750,1950,0.019736323
984,Hong Kong,22.28552,114.15769,750,1925,0.019736323
985,Newcastle upon Tyne,54.978253,-1.617781,750,1925,0.019736323
6041,Istanbul,41.005275,28.976944,750,1690,0.019736323
270,Sacramento,38.581487,-121.494237,748,1975,0.019683693
271,Zaporizhia,47.8388,35.139567,748,1975,0.019683693
272,Krasnoyarsk,56.01839,92.86717,747,1975,0.019657377
667,Banghazi,32.11667,20.06667,746,2015,0.019631062
668,Shimkent,42.3,69.6,746,2015,0.019631062
669,Ashgabat,37.95,58.38333,746,2015,0.019631062
273,Albany,42.652578,-73.756233,745,1975,0.019604747
274,Rabat,34.01325,-6.83255,745,1975,0.019604747
986,Prague,50.08804,14.42076,745,1925,0.019604747
621,Valencia,39.46975,-0.37739,745,1980,0.019604747
1280,Rio de Janeiro,-22.90278,-43.2075,744,1900,0.019578432
670,Hamilton,43.25,-79.85,744,2015,0.019578432
671,Hufuf-Mubarraz,25.41,49.58083,743,2015,0.019552117
124,"Fuzhou, Fujian",26.08,119.3,742,1980,0.019525802
672,Xingtai,37.06,114.49,742,2015,0.019525802
264,Hyderabad,25.3666667,68.3666667,741,1980,0.019499487
673,Shaoguan,24.8,113.58,741,2015,0.019499487
275,Aleppo,36.216667,37.166667,740,1975,0.019473172
563,Singapore,1.28967,103.85007,740,1950,0.019473172
987,Sao Paolo,-23.5475,-46.63611,740,1925,0.019473172
349,Jabalpur,23.16697,79.95006,740,1980,0.019473172
674,Chenzhou,25.8,113.03,740,2015,0.019473172
238,Agra,27.18333,78.01667,739,1980,0.019446857
675,Changzhi,36.19,113.12,738,2015,0.019420542
194,GoiÃƒÂ¢nia,-16.68,-49.25,737,1980,0.019394226
676,Thessaloniki,40.64028,22.94389,737,2015,0.019394226
677,Ipoh,4.583333,101.0833,737,2015,0.019394226
678,Orumiyeh,37.55274,45.07605,737,2015,0.019394226
679,Al-Raqqa,35.95,39.01667,736,2015,0.019367911
1181,Cairo,30.06263,31.24967,735,1914,0.019341596
680,Lvov,49.837969,24.032508,735,2015,0.019341596
681,Yibin,28.77,104.62,734,2015,0.019315281
520,Nice-Cannes,43.6646,7.15339,733,1980,0.019288966
682,Rochester,43.156924,-77.604633,733,2015,0.019288966
683,Dayton,39.758406,-84.192906,733,2015,0.019288966
3780,Tokyo,35.6895,139.69171,732,1825,0.019262651
684,Jiaozuo,35.24,113.23,732,2015,0.019262651
685,Haicheng,40.86,122.74,732,2015,0.019262651
524,Hartford,41.7637111,-72.6850932,731,1980,0.019236336
276,Gdansk,54.352025,18.64663,730,1975,0.019210021
277,Leipzig,51.33962,12.37129,730,1975,0.019210021
564,Kharkov,49.9935,36.230384,730,1950,0.019210021
565,Sheffield,53.381128,-1.470086,730,1950,0.019210021
686,Puducherry,11.93,79.83,730,2015,0.019210021
354,Ottawa-Gatineau,45.42,-75.7,729,1980,0.019183706
687,Xalapa,19.537714,-96.913656,729,2015,0.019183706
988,Montreal,45.50884,-73.58781,728,1925,0.019157391
688,Tolyatti,53.5303,49.3461,728,2015,0.019157391
689,Maiduguri,11.84644,13.16027,728,2015,0.019157391
690,Sorocaba,-23.5,-47.46,727,2015,0.019131075
691,Zhangzhou,24.51,117.66,726,2015,0.01910476
692,Changshu,31.65,120.75,726,2015,0.01910476
278,Oslo,59.913869,10.752245,725,1975,0.019078445
279,Sheffield,53.381128,-1.470086,725,1975,0.019078445
566,Bangalore,12.97194,77.59369,725,1950,0.019078445
1182,Sydney,-33.86785,151.20732,725,1914,0.019078445
693,ChiÃ…Å¸inÃ„Æ’u,47.00556,28.8575,725,2015,0.019078445
1281,Warsaw,52.22977,21.01178,724,1900,0.01905213
694,Tianmen,30.65,113.16,724,2015,0.01905213
695,Gorakhpur,26.759877,83.371379,723,2015,0.019025815
236,Vadodara,22.3,73.2,722,1980,0.0189995
696,Bobo-Dioulasso,11.18,-4.3,721,2015,0.018973185
280,Belfast,54.597283,-5.930117,720,1975,0.01894687
281,Rawalpindi,33.6007,73.0679,720,1975,0.01894687
311,Gwangju,35.146111,126.918611,719,1980,0.018920555
989,Amsterdam,52.37403,4.88969,718,1925,0.01889424
2454,Mumbai,19.07283,72.88261,718,1875,0.01889424
697,Ad-Dawhah (Doha),25.274724,51.524472,718,2015,0.01889424
698,Zhucheng,35.99,119.4,717,2015,0.018867925
290,Grande VitÃƒÂ_ria,-20.31,-40.31,716,1980,0.018841609
699,MeknÃƒÂ¨s,33.89352,-5.54727,716,2015,0.018841609
700,Owerri,5.48333,7.03041,716,2015,0.018841609
245,Multan,30.1833333,71.4833333,715,1980,0.018815294
303,Tabriz,38.08,46.2919,715,1980,0.018815294
701,Frankfurt am Main,50.11667,8.68333,715,2015,0.018815294
702,Sargodha,32.0833333,72.6666667,715,2015,0.018815294
208,Riverside-San Bernardino,33.95335,-117.39616,714,1980,0.018788979
703,Allentown-Bethlehem,40.60908,-75.475962,714,2015,0.018788979
704,Safaqis,34.748471,10.756162,714,2015,0.018788979
705,Changde,29.05,111.68,714,2015,0.018788979
706,Nyala,12.05,24.88333,714,2015,0.018788979
707,Fresno,36.754529,-119.771119,712,2015,0.018736349
282,Shizuoka,34.97712,138.383084,711,1975,0.018710034
708,Tulsa,36.131294,-95.937332,711,2015,0.018710034
709,Sekondi Takoradi,4.934,-1.7137,711,2015,0.018710034
283,Mosul,36.335,43.11889,710,1975,0.018683719
284,Wuxi,31.49117,120.31191,710,1975,0.018683719
710,Barcelona-Puerto La Cruz,10.21667,-64.61667,710,2015,0.018683719
711,Shangqiu,34.42,115.65,710,2015,0.018683719
1183,San Francisco,37.77493,-122.419416,709,1914,0.018657404
271,Valencia,10.16202,-68.00765,709,1980,0.018657404
712,Rasht,37.28077,49.58319,709,2015,0.018657404
285,Zurich,47.36667,8.55,708,1975,0.018631089
379,ZÃƒÂ_rich (Zurich),47.35785,8.50296,707,1980,0.018604774
713,Colombo,6.93194,79.84778,707,2015,0.018604774
714,Libreville,0.3925,9.45365,707,2015,0.018604774
6827,Beijing,39.9075,116.39723,706.861,1579,0.018601116
6495,Beijing,39.9075,116.39723,706,1600,0.018578458
6842,Beijing,39.9075,116.39723,706,1575,0.018578458
715,Sheffield,53.38297,-1.4659,706,2015,0.018578458
716,Bikaner,28.01667,73.3,706,2015,0.018578458
717,Ikorodu,6.608716,3.510823,706,2015,0.018578458
718,Eskisehir,39.77667,30.52056,705,2015,0.018552143
719,Huludao,40.75,120.84,704,2015,0.018525828
720,Ã…ÂÅÃƒÂ_dÃ…Âº,51.759433,19.459957,703,2015,0.018499513
721,Zaria,11.11128,7.7227,703,2015,0.018499513
537,Bridgeport-Stamford,41.16704,-73.20483,702,1980,0.018473198
184,Port-au-Prince,18.53917,-72.335,701,1980,0.018446883
443,San Salvador,13.68935,-89.18718,701,1980,0.018446883
722,Florence,43.76667,11.25,701,2015,0.018446883
723,Sevilla,37.38241,-5.97613,701,2015,0.018446883
724,Zaragoza,41.65606,-0.87734,701,2015,0.018446883
725,Xinyang,32.13,114.07,701,2015,0.018446883
286,Nairobi,-1.28333,36.81667,700,1975,0.018420568
287,Ostrava,49.835556,18.2925,700,1975,0.018420568
567,Bandung,-6.914744,107.609814,700,1950,0.018420568
568,Houston,29.760193,-95.36939,700,1950,0.018420568
1184,Guangzhou,23.11667,113.25,700,1914,0.018420568
1185,Newcastle upon Tyne,54.978253,-1.617781,700,1914,0.018420568
1186,Wuhan,30.58333,114.26667,700,1914,0.018420568
1282,Tianjin,39.14222,117.17667,700,1900,0.018420568
3733,Istanbul,41.005275,28.976944,700,1830,0.018420568
5621,Tokyo,35.6895,139.69171,700,1721,0.018420568
5712,Istanbul,41.005275,28.976944,700,1700,0.018420568
6197,Istanbul,41.005275,28.976944,700,1650,0.018420568
6496,Istanbul,41.005275,28.976944,700,1600,0.018420568
9100,Baghdad,33.34058,44.40088,700,800,0.018420568
657,KrakÃƒÂ_w (Cracow),50.066777,19.942468,699,1980,0.018394253
726,Yangquan,37.86,113.58,699,2015,0.018394253
727,Linfen,36.09,111.52,699,2015,0.018394253
990,Cologne,50.937531,6.960278,698,1925,0.018367938
728,Zigong,29.34,104.78,698,2015,0.018367938
288,Benxi,41.28861,123.765,697,1975,0.018341623
289,Hohhot,40.81056,111.65222,697,1975,0.018341623
729,Ciudad Guayana,8.35122,-62.64102,696,2015,0.018315307
730,Firozabad,27.15,78.41667,696,2015,0.018315307
731,Ta'izz,13.57952,44.02091,695,2015,0.018288992
569,Kansas City,39.11417,-94.62746,694,1950,0.018262677
5164,Tokyo,35.6895,139.69171,694,1750,0.018262677
676,Thessaloniki,40.64028,22.94389,694,1980,0.018262677
570,Caracas,10.48801,-66.87919,693,1950,0.018236362
732,Amravati,20.93333,77.75,693,2015,0.018236362
733,Cheongju,36.63722,127.48972,693,2015,0.018236362
734,Panjin,41.12,122.07,693,2015,0.018236362
735,Binzhou,37.38,118.01,693,2015,0.018236362
736,Qingyuan,23.71,113.03,693,2015,0.018236362
571,Cologne,50.937531,6.960278,692,1950,0.018210047
737,Genova (Genoa),44.40632,8.93386,692,2015,0.018210047
738,Xinyu,27.8,114.93,692,2015,0.018210047
290,Goteborg,57.70887,11.97456,691,1975,0.018183732
991,Lyon,45.74846,4.84671,691,1925,0.018183732
1187,Naples,40.851775,14.268122,691,1914,0.018183732
567,Southampton/Portsmouth (South Hampshire),50.911698,-1.40357,691,1980,0.018183732
739,Cuttack,20.46497,85.87927,691,2015,0.018183732
291,Ottawa,45.41117,-75.69812,690,1975,0.018157417
572,Lodz,51.75,19.46667,690,1950,0.018157417
6993,Beijing,39.9075,116.39723,690,1550,0.018157417
259,LeÃƒÂ_n de los Aldamas,21.123373,-101.680486,690,1980,0.018157417
740,Sarasota-Bradenton,27.33643,-82.53065,690,2015,0.018157417
741,Tshikapa,-6.42,20.8,690,2015,0.018157417
292,Oaklahoma City,35.46756,-97.516428,689,1975,0.018131102
5707,Tokyo,35.6895,139.69171,689,1701,0.018131102
5713,Tokyo,35.6895,139.69171,688,1700,0.018104787
223,Pretoria,-25.74486,28.18783,688,1980,0.018104787
742,Cagayan de Oro City,8.48222,124.64722,688,2015,0.018104787
743,Karbala,32.5983333,44.0238889,688,2015,0.018104787
744,Zagreb,45.81,15.98,687,2015,0.018078472
745,Jiangyin,31.92,120.28,686,2015,0.018052157
293,Abidjan,5.30966,-4.01266,685,1975,0.018025841
294,Honolulu,21.30694,-157.85833,685,1975,0.018025841
295,Madurai,9.91735,78.11962,685,1975,0.018025841
296,Seville,37.388097,-5.982331,685,1975,0.018025841
1188,Brussel,50.85045,4.34878,685,1914,0.018025841
4082,Tokyo,35.6895,139.69171,685,1804,0.018025841
4231,Tokyo,35.6895,139.69171,685,1800,0.018025841
4751,Tokyo,35.6895,139.69171,685,1798,0.018025841
680,Lvov,49.837969,24.032508,683,1980,0.017973211
746,Chengde,40.97,117.93,683,2015,0.017973211
747,Banjarmasin,-3.32442,114.591,682,2015,0.017946896
748,Cotonou,6.37,2.42,682,2015,0.017946896
749,Jiujiang,29.7,116,682,2015,0.017946896
750,Zhuji,29.71,120.24,682,2015,0.017946896
751,Krivoi Rog,47.91083,33.392491,681,2015,0.017920581
752,Enugu,6.4402,7.4943,681,2015,0.017920581
297,Mansura,25.590258,68.776944,680,1975,0.017894266
573,Frankfurt am Main,50.110922,8.682128,680,1950,0.017894266
992,Munich,48.136739,11.576756,680,1925,0.017894266
2455,Calcutta,22.56263,88.36304,680,1875,0.017894266
6843,Istanbul,41.005275,28.976944,680,1575,0.017894266
753,"Xianyang, Shaanxi",34.34,108.7,680,2015,0.017894266
298,Birmingham,33.520661,-86.80249,679,1975,0.017867951
993,Leipzig,51.33962,12.37129,679,1925,0.017867951
754,Bazhong,31.87,106.73,679,2015,0.017867951
299,Urumqi,43.825644,87.616822,677,1975,0.017815321
446,Salt Lake City,40.7547,-111.892622,677,1980,0.017815321
755,Cape Coral,26.6396,-81.982471,677,2015,0.017815321
756,Liaocheng,36.46,115.98,677,2015,0.017815321
757,Ar-Rayyan,25.29194,51.42444,677,2015,0.017815321
574,Genova,44.40565,8.946256,676,1950,0.017789006
5165,London,51.511214,-0.119825,676,1750,0.017789006
758,Jeonju,35.82194,127.14889,676,2015,0.017789006
994,Minneapolis,39.12194,-93.265011,675,1925,0.01776269
1227,Guangzhou,23.11667,113.25,675,1912,0.01776269
3781,Istanbul,41.005275,28.976944,675,1825,0.01776269
399,Helsinki,60.169246,24.940216,674,1980,0.017736375
300,Palermo,38.115689,13.361267,672,1975,0.017683745
7267,Beijing,39.9075,116.39723,672,1500,0.017683745
759,Sylhet,24.9,91.87,672,2015,0.017683745
760,Misratah,32.37535,15.09254,672,2015,0.017683745
761,Guiping,23.39,110.07,672,2015,0.017683745
762,Jammu,32.727805,74.856879,671,2015,0.01765743
763,Xiaogan,30.93,113.92,671,2015,0.01765743
575,Kanpur,26.4478,80.34627,670,1950,0.017631115
576,Lille,50.628442,3.054975,670,1950,0.017631115
1189,Prague,50.08804,14.42076,670,1914,0.017631115
2456,Guangzhou,23.11667,113.25,670,1875,0.017631115
764,Bur Sa'id,31.25654,32.28412,670,2015,0.017631115
765,Xinghua,32.94,119.84,670,2015,0.017631115
7489,Beijing,39.9075,116.39723,669.033,1492,0.017605668
766,Jiamusi,46.8,130.33,669,2015,0.0176048
767,Oaxaca de JuÃƒÂ¡rez,17.05,-96.71667,668,2015,0.017578485
768,Malegaon,20.55,74.53333,667,2015,0.01755217
187,Kochi (Cochin),9.930693,76.260069,666,1980,0.017525855
769,Panzhihua,26.59,101.71,665,2015,0.017499539
770,Baton Rouge,30.45075,-91.15455,663,2015,0.017446909
771,Warri,5.51667,5.75,663,2015,0.017446909
428,Tarabulus (Tripoli),32.87519,13.18746,662,1980,0.017420594
772,Celaya,20.51667,-100.81667,661,2015,0.017394279
301,Florence,43.771033,11.248,660,1975,0.017367964
302,Krakow,50.06143,19.93658,660,1975,0.017367964
303,La Paz,-16.5,-68.15,660,1975,0.017367964
304,Palembang,-2.91673,104.7458,660,1975,0.017367964
6986,Istanbul,41.005275,28.976944,660,1552,0.017367964
6994,Istanbul,41.005275,28.976944,660,1550,0.017367964
773,LiÃƒÂ¨ge,50.63,5.57,660,2015,0.017367964
774,Belgaum,15.85212,74.50447,660,2015,0.017367964
241,Conakry,9.571642,-13.647602,658,1980,0.017315334
378,Dhanbad,23.8,86.45,658,1980,0.017315334
751,Krivoi Rog,47.91083,33.392491,658,1980,0.017315334
305,Weisbaden,50.06308,8.243344,657,1975,0.017289019
775,Mangalore,12.91723,74.85603,657,2015,0.017289019
577,New Orleans,29.95465,-90.07507,656,1950,0.017262704
1190,Milan,45.465453,9.198786,655,1914,0.017236389
220,Bhopal,23.26667,77.4,655,1980,0.017236389
776,Padova,45.41519,11.88181,655,2015,0.017236389
777,Balikpapan,-1.26753,116.82887,655,2015,0.017236389
306,Xining,36.61667,101.76667,654,1975,0.017210073
328,Jamshedpur,22.8,86.18333,653,1980,0.017183758
1191,Melbourne,-37.814,144.96332,651,1914,0.017131128
778,RibeirÃƒÂ£o  Preto,-21.18,-47.81,651,2015,0.017131128
307,Agra,27.18333,78.01667,650,1975,0.017104813
308,Dresden,51.05089,13.73832,650,1975,0.017104813
309,Edinburgh,55.95206,-3.19648,650,1975,0.017104813
310,Indore,22.71792,75.8333,650,1975,0.017104813
311,Nottingham,52.9536,-1.15047,650,1975,0.017104813
578,Samara,53.2028,50.1408,650,1950,0.017104813
579,Tashkent,41.26465,69.21627,650,1950,0.017104813
1192,Cleveland,41.499495,-81.695409,650,1914,0.017104813
2457,Liverpool,53.408372,-2.991572,650,1875,0.017104813
5714,Beijing,39.9075,116.39723,650,1700,0.017104813
920,Essen,51.45374,7.010388,650,1980,0.017104813
779,s-Gravenhage (The Hague),52.0767,4.2986,650,2015,0.017104813
780,Mar Del Plata,-38,-57.56,650,2015,0.017104813
781,Concord,37.97798,-122.03107,650,2015,0.017104813
782,Kirkuk,35.4680556,44.3922222,650,2015,0.017104813
783,Oshogbo,7.76667,4.56667,650,2015,0.017104813
784,Nellore,14.44625,79.9842,650,2015,0.017104813
785,Nampula,-15.11646,39.2666,650,2015,0.017104813
786,Yongzhou,26.44,111.61,649,2015,0.017078498
312,Esfahan,32.651389,51.679192,648,1975,0.017052183
744,Zagreb,45.81,15.98,648,1980,0.017052183
787,Bristol,51.4552,-2.5966,648,2015,0.017052183
788,Bulawayo,-20.15,28.58333,648,2015,0.017052183
789,Bhavnagar,21.76667,72.15,648,2015,0.017052183
580,Borinage,50.617619,3.345133,647,1950,0.017025868
581,Casablanca,33.58831,-7.61138,647,1950,0.017025868
582,Chengdu,30.66667,104.06667,647,1950,0.017025868
790,Knoxville,35.960749,-83.927657,647,2015,0.017025868
583,Lyon,45.74846,4.84671,646,1950,0.016999553
723,Sevilla,37.38241,-5.97613,646,1980,0.016999553
791,"Springfield, Massachusett, Connecticut",42.10148,-72.5898,646,2015,0.016999553
2959,New York,40.714353,-74.005972,645.845,1850,0.016995474
313,Coventry,52.40656,-1.51217,645,1975,0.016973238
584,Leipzig,51.33962,12.37129,645,1950,0.016973238
995,Kobe,34.691269,135.183072,644,1925,0.016946922
792,"Yichun, Heilongjiang",47.72,128.83,644,2015,0.016946922
793,Tianshui,34.58,105.72,644,2015,0.016946922
314,Mashhad,36.3,59.6,643,1975,0.016920607
508,Oslo,59.91273,10.74609,643,1980,0.016920607
715,Sheffield,53.38297,-1.4659,643,1980,0.016920607
794,"Yichun, Jiangxi",27.81,114.39,643,2015,0.016920607
1193,Munich,48.136739,11.576756,642,1914,0.016894292
795,Makhachkala,42.97638,47.50236,642,2015,0.016894292
305,Daejon,36.32139,127.41972,641,1980,0.016867977
315,Varanasi,25.317645,82.973914,640,1975,0.016841662
362,Allahabad,25.45,81.85,640,1980,0.016841662
796,Anqing,30.54,117.05,640,2015,0.016841662
797,UberlÃƒÂ¢ndia,-18.92,-48.28,639,2015,0.016815347
585,The Hague,52.070492,4.300694,638,1950,0.016789032
798,Taixing,32.17,120.01,638,2015,0.016789032
799,Baishan,41.94,126.42,637,2015,0.016762717
417,Amman,31.95522,35.94503,636,1980,0.016736402
800,Shaoyang,27.24,111.47,636,2015,0.016736402
316,Bristol,51.45523,-2.59665,635,1975,0.016710087
317,Patna,25.610533,85.14145,635,1975,0.016710087
318,Zagreb,45.81444,15.97798,635,1975,0.016710087
586,Dresden,51.05089,13.73832,635,1950,0.016710087
2458,Glasgow,55.86515,-4.25763,635,1875,0.016710087
556,ValparaÃƒÂ_so,-33.04,-71.63,635,1980,0.016710087
801,Ezhou,30.4,114.88,635,2015,0.016710087
802,Leiyang,26.42,112.85,635,2015,0.016710087
803,Jimo,36.39,120.46,634,2015,0.016683771
564,Bordeaux,44.84044,-0.5805,633,1980,0.016657456
773,LiÃƒÂ¨ge,50.63,5.57,632,1980,0.016631141
319,Changzhou,31.77358,119.95401,631,1975,0.016604826
701,Frankfurt am Main,50.11667,8.68333,631,1980,0.016604826
809,Venezia,45.43565,12.339589,631,1980,0.016604826
804,Chongjin,41.8,129.78,631,2015,0.016604826
805,Taif,21.27028,40.41583,631,2015,0.016604826
320,Surat,21.19594,72.83023,630,1975,0.016578511
587,Changchun,43.9,125.2,630,1950,0.016578511
806,Busto Arsizio,45.61128,8.84914,630,2015,0.016578511
807,"Columbia, South Carolina",33.999477,-81.036538,630,2015,0.016578511
